State,Confirmed,Recovered,Deaths
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997113,14817240,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2247,1067,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,17997267,14817371,201187
Andaman and Nicobar Islands,5764,5562,66
Andhra Pradesh,1054875,947629,7800
Arunachal Pradesh,17898,17021,58
Assam,243802,221299,1233
Bihar,428001,331418,2307
Chandigarh,40350,33924,446
Chhattisgarh,682339,555489,7782
Dadra and Nagar Haveli and Daman and Diu,6912,4883,4
Delhi,1072065,958792,15009
Goa,81908,64231,1086
Gujarat,524725,390229,6656
Haryana,447754,359699,3926
Himachal Pradesh,91350,74812,1387
Jammu and Kashmir,166054,141574,2197
Jharkhand,213414,159916,2246
Karnataka,1400775,1084050,14807
Kerala,1460364,1207680,5170
Ladakh,13642,11800,139
Lakshadweep,2401,1198,1
Madhya Pradesh,525407,425812,5319
Maharashtra,4410085,3669548,66179
Manipur,30742,29317,393
Meghalaya,16271,14650,165
Mizoram,5742,4743,13
Nagaland,13445,12472,99
Odisha,420129,371200,2007
Puducherry,55047,46448,771
Punjab,351282,290716,8630
Rajasthan,546964,387976,3806
Sikkim,7426,6302,142
Tamil Nadu,1113502,990919,13728
Telangana,419966,345683,2150
Tripura,34862,33549,396
Unknown,0,0,0
Uttar Pradesh,1153097,834961,11678
Uttarakhand,162562,117221,2309
West Bengal,776345,664648,11082
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376421,15086740,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2401,1198,1
Madhya Pradesh,538165,439968,5424
Maharashtra,4473394,3730729,67214
Manipur,31001,29376,395
Meghalaya,16430,14788,167
Mizoram,5880,4792,13
Nagaland,13569,12516,100
Odisha,428515,375721,2017
Puducherry,56305,47080,781
Punjab,358186,295988,8772
Rajasthan,563577,396279,3926
Sikkim,7577,6328,143
Tamil Nadu,1130167,1006033,13826
Telangana,427960,349692,2208
Tripura,35028,33562,396
Unknown,0,0,0
Uttar Pradesh,1182848,870864,11943
Uttarakhand,168616,120816,2417
West Bengal,793552,676581,11159
All,18376524,15086878,204832
Andaman and Nicobar Islands,5816,5606,67
Andhra Pradesh,1069544,954062,7871
Arunachal Pradesh,18062,17038,58
Assam,246847,222397,1255
Bihar,441375,340236,2391
Chandigarh,41122,34359,457
Chhattisgarh,697902,570995,8061
Dadra and Nagar Haveli and Daman and Diu,7067,5084,4
Delhi,1098051,979250,15377
Goa,85009,65070,1110
Gujarat,538845,398824,6830
Haryana,460198,367317,4021
Himachal Pradesh,93889,76371,1420
Jammu and Kashmir,169077,142537,2227
Jharkhand,221489,164278,2395
Karnataka,1439822,1095883,15036
Kerala,1495377,1223185,5211
Ladakh,13758,11937,139
Lakshadweep,2504,1336,1
Madhya Pradesh,538165,439968,5424
